Plasmid,gene_id,old_locus_tag,gene_biotype,Gene,synonym,product,product_kegg,note,other,protein_id,inference_coordinates,exon_number
NC_013716.1,ROD_RS23880,ROD_48431,protein_coding,NA,NA,2-dehydro-3-deoxygalactonokinase,putative 2-oxo-3-deoxygalactonate kinase,NA,NA,WP_012908702.1,similar to AA sequence:RefSeq:WP_004961109.1,1
NC_013716.1,ROD_RS23885,ROD_48441,protein_coding,dgoA,NA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,NA,NA,WP_012908703.1,similar to AA sequence:RefSeq:WP_004128629.1,1
NC_013716.1,ROD_RS23890,ROD_48451,protein_coding,NA,NA,MurR/RpiR family transcriptional regulator,putative transcriptional regulator,NA,NA,WP_012908704.1,similar to AA sequence:RefSeq:YP_005224948.1,1
NC_013716.1,ROD_RS23895,ROD_48461,protein_coding,tsr,NA,methyl-accepting chemotaxis protein,methyl-accepting chemotaxis protein,NA,NA,WP_012908705.1,similar to AA sequence:RefSeq:NP_463392.1,1
NC_013716.1,ROD_RS23900,ROD_48471,protein_coding,NA,NA,MFS transporter,major facilitator superfamily protein,NA,NA,WP_012908706.1,similar to AA sequence:RefSeq:NP_313343.1,1
NC_013716.1,ROD_RS23905,ROD_48481,protein_coding,NA,NA,GntR family transcriptional regulator,GntR-family transcriptional regulator,NA,NA,WP_012908707.1,similar to AA sequence:RefSeq:YP_026290.1,1
NC_013716.1,ROD_RS23910,ROD_48491,protein_coding,NA,NA,zinc-binding alcohol dehydrogenase family protein,putative zinc-binding dehydrogenase,NA,NA,WP_012908708.1,similar to AA sequence:RefSeq:NP_313345.2,1
NC_013716.1,ROD_RS23915,ROD_48501,protein_coding,NA,NA,sigma-54-dependent transcriptional regulator,putative transcriptional regulatory protein,NA,NA,WP_012908709.1,similar to AA sequence:RefSeq:NP_463393.1,1
NC_013716.1,ROD_RS23920,ROD_48511,protein_coding,NA,NA,PTS sugar transporter subunit IIA,"PTS transport system, IIA component",NA,NA,WP_012908710.1,similar to AA sequence:RefSeq:NP_463394.1,1
NC_013716.1,ROD_RS23925,ROD_48521,protein_coding,NA,NA,PTS sugar transporter subunit IIB,"PTS transport system, IIB component",NA,NA,WP_012908711.1,similar to AA sequence:RefSeq:WP_012968994.1,1
NC_013716.1,ROD_RS23930,ROD_48531,protein_coding,agaW,NA,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,N-acetylgalactosamine-specific PTS system EIIC component 2,NA,NA,WP_012908712.1,similar to AA sequence:RefSeq:NP_463396.1,1
NC_013716.1,ROD_RS23935,ROD_48541,pseudogene,NA,NA,PTS system mannose/fructose/sorbose family transporter subunit IID,"PTS transport system, IID component",internal stop,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005224959.1,1
NC_013716.1,ROD_RS23940,ROD_48561,protein_coding,NA,NA,SIS domain-containing protein,putative sugar isomerase,NA,NA,WP_012908715.1,similar to AA sequence:RefSeq:NP_463398.1,1
NC_013716.1,ROD_RS23945,ROD_48571,protein_coding,NA,NA,SIS domain-containing protein,putative sugar isomerase,NA,NA,WP_012908716.1,similar to AA sequence:RefSeq:YP_005224961.1,1
NC_013716.1,ROD_RS23950,ROD_48581,protein_coding,mdoB,opgB,phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,phosphoglycerol transferase I,NA,NA,WP_024133090.1,similar to AA sequence:RefSeq:WP_017465680.1,1
NC_013716.1,ROD_RS23955,ROD_48591,protein_coding,NA,NA,DUF2501 domain-containing protein,putative glycoprotein/receptor,NA,NA,WP_148222127.1,similar to AA sequence:RefSeq:WP_001308243.1,1
NC_013716.1,ROD_RS23960,ROD_48601,protein_coding,dnaC,NA,DNA replication protein DnaC,DNA replication protein,NA,NA,WP_012908719.1,similar to AA sequence:RefSeq:NP_463402.1,1
NC_013716.1,ROD_RS23965,ROD_48611,protein_coding,dnaT,NA,primosomal protein DnaT,primosomal protein I,NA,NA,WP_024133091.1,similar to AA sequence:RefSeq:NP_313349.1,1
NC_013716.1,ROD_RS23970,ROD_48621,protein_coding,NA,NA,threonine/serine exporter,putative membrane protein,NA,NA,WP_024133092.1,similar to AA sequence:RefSeq:NP_463404.1,1
NC_013716.1,ROD_RS23975,ROD_48631,protein_coding,NA,NA,threonine/serine exporter ThrE family protein,putative membrane protein,NA,NA,WP_012908722.1,similar to AA sequence:RefSeq:NP_418784.4,1
NC_013716.1,ROD_RS23980,ROD_48651,protein_coding,pobA,NA,4-hydroxybenzoate 3-monooxygenase,putative monooxygenase,NA,NA,WP_012908724.1,similar to AA sequence:RefSeq:WP_000857120.1,1
NC_013716.1,ROD_RS23985,ROD_48661,protein_coding,NA,NA,helix-turn-helix domain-containing protein,AraC-family transcriptional regulator,NA,NA,WP_012908725.1,similar to AA sequence:RefSeq:WP_016160255.1,1
NC_013716.1,ROD_RS23990,ROD_48671,protein_coding,NA,NA,LuxR C-terminal-related transcriptional regulator,transcriptional regulator,NA,NA,WP_012908726.1,similar to AA sequence:RefSeq:NP_313352.1,1
NC_013716.1,ROD_RS23995,ROD_48681,protein_coding,bglJ,NA,DNA-binding transcriptional activator BglJ,putative transcriptional regulator,NA,NA,WP_012908727.1,similar to AA sequence:RefSeq:WP_000431546.1,1
NC_013716.1,ROD_RS29170,NA,pseudogene,NA,NA,YbaK/EbsC family protein,NA,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_012134213.1,1
NC_013716.1,ROD_RS24000,ROD_48691,protein_coding,fhuF,NA,siderophore-iron reductase FhuF,ferric iron reductase protein,NA,NA,WP_012908728.1,similar to AA sequence:RefSeq:NP_418787.1,1
NC_013716.1,ROD_RS24005,ROD_48701,protein_coding,NA,NA,GGDEF domain-containing protein,putative membrane protein,NA,NA,WP_012908729.1,similar to AA sequence:RefSeq:NP_463410.1,1
NC_013716.1,ROD_RS24010,ROD_48711,protein_coding,NA,NA,DUF1435 domain-containing protein,putative membrane protein,NA,NA,WP_024133093.1,similar to AA sequence:RefSeq:WP_000604556.1,1
NC_013716.1,ROD_RS24015,ROD_t82,tRNA,NA,NA,NA,tRNA-Leu,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS24020,ROD_t83,tRNA,NA,NA,NA,tRNA-Leu,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS24025,ROD_t84,tRNA,NA,NA,NA,tRNA-Leu,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS24030,ROD_48721,protein_coding,rsmC,NA,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC,ribosomal RNA small subunit methyltransferase C,NA,NA,WP_012908731.1,similar to AA sequence:RefSeq:NP_463412.1,1
NC_013716.1,ROD_RS24035,ROD_48731,protein_coding,holD,NA,DNA polymerase III subunit psi,"DNA polymerase III, psi subunit",NA,NA,WP_012908732.1,similar to AA sequence:RefSeq:NP_313357.1,1
NC_013716.1,ROD_RS24040,ROD_48741,protein_coding,rimI,NA,ribosomal protein S18-alanine N-acetyltransferase,ribosomal-protein-alanine acetyltransferase,NA,NA,WP_012908733.1,similar to AA sequence:RefSeq:NP_313358.1,1
NC_013716.1,ROD_RS24045,ROD_48751,protein_coding,yjjG,NA,pyrimidine 5'-nucleotidase,5'-nucleotidase (nucleoside 5'-monophosphate phosphohydrolase),NA,NA,WP_012908734.1,similar to AA sequence:RefSeq:NP_313359.1,1
NC_013716.1,ROD_RS24050,ROD_48771,protein_coding,NA,NA,IS3 family transposase,ISEc14 transposase B,programmed frameshift,"ribosomal slippage, ribosomal slippage",WP_217968131.1,similar to AA sequence:RefSeq:WP_076611384.1,2
NC_013716.1,ROD_RS27805,NA,pseudogene,NA,NA,IS3 family transposase,NA,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_076611657.1,1
NC_013716.1,ROD_RS29175,NA,pseudogene,NA,NA,hypothetical protein,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_001395480.1,1
NC_013716.1,ROD_RS29180,ROD_48821,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_231851589.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS29185,ROD_48851,pseudogene,NA,NA,hypothetical protein,pseudogene,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_001415142.1,1
NC_013716.1,ROD_RS24075,ROD_48861,protein_coding,nleH,NA,T3SS effector protein NleH,T3SS effector protein NleH,NA,NA,WP_012908740.1,similar to AA sequence:RefSeq:NP_309841.1,1
NC_013716.1,ROD_RS24080,ROD_48871,protein_coding,nleF,NA,type III effector,T3SS effector protein NleF,NA,NA,WP_024133095.1,similar to AA sequence:RefSeq:NP_309842.1,1
NC_013716.1,ROD_RS29190,NA,pseudogene,NA,NA,IS256 family transposase,NA,frameshifted,"partial true, pseudo true, internal stop, incomplete, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_015869530.1,1
NC_013716.1,ROD_RS24085,ROD_48891,protein_coding,nleG7,NA,DUF1076 domain-containing protein,putative T3SS effector protein NleG7,NA,NA,WP_012908743.1,similar to AA sequence:RefSeq:WP_001360144.1,1
NC_013716.1,ROD_RS29195,NA,pseudogene,NA,NA,YkgJ family cysteine cluster protein,NA,internal stop,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_007775534.1,1
NC_013716.1,ROD_RS24095,ROD_48901,protein_coding,espJ,NA,EspJ family T3SS effector ADP-ribosyltransferase,T3SS effector protein EspJ,NA,NA,WP_012908744.1,similar to AA sequence:RefSeq:NP_310741.1,1
NC_013716.1,ROD_RS29200,NA,pseudogene,NA,NA,SAM-dependent methyltransferase,NA,frameshifted,"pseudo true, internal stop, pseudo true",NA,similar to AA sequence:RefSeq:WP_000794396.1,1
NC_013716.1,ROD_RS27820,ROD_48941,pseudogene,NA,NA,IS3 family transposase,pseudogene,frameshifted,"pseudo true, internal stop, pseudo true",NA,similar to AA sequence:RefSeq:WP_076611134.1,1
NC_013716.1,ROD_RS24120,ROD_48961,protein_coding,prfC,NA,peptide chain release factor 3,peptide chain release factor 3,NA,NA,WP_012908745.1,similar to AA sequence:RefSeq:WP_000202568.1,1
NC_013716.1,ROD_RS24125,ROD_48981,protein_coding,osmY,NA,molecular chaperone OsmY,osmotically-inducible protein Y,NA,NA,WP_012908747.1,similar to AA sequence:RefSeq:NP_710115.2,1
NC_013716.1,ROD_RS24130,ROD_48991,protein_coding,NA,NA,DUF1328 domain-containing protein,putative membrane protein,NA,NA,WP_000490275.1,similar to AA sequence:RefSeq:WP_002887716.1,1
NC_013716.1,ROD_RS24135,ROD_49001,protein_coding,NA,NA,patatin family protein,patatin-like phospholipase,NA,NA,WP_012908748.1,similar to AA sequence:RefSeq:NP_463419.1,1
NC_013716.1,ROD_RS24140,ROD_49011,protein_coding,NA,NA,metal-dependent hydrolase,putative deoxyribonuclease,NA,NA,WP_012908749.1,similar to AA sequence:RefSeq:NP_463420.1,1
NC_013716.1,ROD_RS24145,ROD_49021,protein_coding,NA,NA,YjjW family glycine radical enzyme activase,radical SAM superfamily protein,NA,NA,WP_012908750.1,similar to AA sequence:RefSeq:NP_313364.1,1
NC_013716.1,ROD_RS24150,ROD_49031,protein_coding,NA,NA,YjjI family glycine radical enzyme,conserved hypothetical protein,NA,NA,WP_012908751.1,similar to AA sequence:RefSeq:NP_463422.1,1
NC_013716.1,ROD_RS24155,ROD_49041,protein_coding,deoC,NA,deoxyribose-phosphate aldolase,deoxyribose-phosphate aldolase,NA,NA,WP_012908752.1,similar to AA sequence:RefSeq:WP_005097947.1,1
NC_013716.1,ROD_RS24160,ROD_49051,protein_coding,deoA,NA,thymidine phosphorylase,thymidine phosphorylase,NA,NA,WP_012908753.1,similar to AA sequence:RefSeq:WP_005123902.1,1
NC_013716.1,ROD_RS24165,ROD_49061,protein_coding,deoB,NA,phosphopentomutase,phosphopentomutase,NA,NA,WP_012908754.1,similar to AA sequence:RefSeq:YP_005224992.1,1
NC_013716.1,ROD_RS24170,ROD_49071,protein_coding,deoD,NA,purine-nucleoside phosphorylase,purine nucleoside phosphorylase,NA,NA,WP_012908755.1,similar to AA sequence:RefSeq:NP_463426.1,1
NC_013716.1,ROD_RS24175,ROD_49081,protein_coding,NA,NA,DUF1120 domain-containing protein,putative exported protein,NA,NA,WP_012908756.1,similar to AA sequence:RefSeq:WP_000721872.1,1
NC_013716.1,ROD_RS24180,ROD_49091,protein_coding,lplA,NA,lipoate--protein ligase LplA,lipoate-protein ligase A,NA,NA,WP_012908757.1,similar to AA sequence:RefSeq:NP_418803.1,1
NC_013716.1,ROD_RS24185,ROD_49101,protein_coding,smp,NA,YtjB family periplasmic protein,putative exported protein,NA,NA,WP_012908758.1,similar to AA sequence:RefSeq:NP_418804.1,1
NC_013716.1,ROD_RS24190,ROD_49111,protein_coding,serB,NA,phosphoserine phosphatase,phosphoserine phosphatase,NA,NA,WP_012908759.1,similar to AA sequence:RefSeq:NP_313373.1,1
NC_013716.1,ROD_RS24195,ROD_49121,protein_coding,radA,NA,DNA repair protein RadA,DNA repair protein,NA,NA,WP_012908760.1,similar to AA sequence:RefSeq:WP_001399683.1,1
NC_013716.1,ROD_RS24200,ROD_49131,protein_coding,nadR,NA,multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR,transcriptional regulator,NA,NA,WP_012908761.1,similar to AA sequence:RefSeq:NP_463436.5,1
NC_013716.1,ROD_RS24205,ROD_49141,protein_coding,NA,NA,LysR family transcriptional regulator,putative LysR-family transcriptional regulator,NA,NA,WP_012908762.1,similar to AA sequence:RefSeq:WP_008502062.1,1
NC_013716.1,ROD_RS24210,ROD_49151,protein_coding,iciA,argP,DNA-binding transcriptional regulator ArgP,chromosome intitiation inhibitor,NA,NA,WP_012908763.1,similar to AA sequence:RefSeq:WP_017374530.1,1
NC_013716.1,ROD_RS24215,ROD_49161,protein_coding,rpiA,NA,ribose-5-phosphate isomerase RpiA,ribose 5-phosphate isomerase A,NA,NA,WP_012908764.1,similar to AA sequence:RefSeq:NP_311812.1,1
NC_013716.1,ROD_RS24220,ROD_49181,protein_coding,serA,NA,phosphoglycerate dehydrogenase,D-3-phosphoglycerate dehydrogenase,NA,NA,WP_012908765.1,similar to AA sequence:RefSeq:NP_461978.1,1
NC_013716.1,ROD_RS24225,ROD_49201,pseudogene,NA,NA,hypothetical protein,pseudogene,internal stop,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:WP_003827612.1,1
NC_013716.1,ROD_RS24230,ROD_49211,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908766.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS24235,ROD_49221,protein_coding,NA,NA,5-formyltetrahydrofolate cyclo-ligase,conserved hypothetical protein,NA,NA,WP_012908767.1,similar to AA sequence:RefSeq:NP_311809.4,1
NC_013716.1,ROD_RS27045,NA,ncRNA,ssrS,NA,NA,NA,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS24240,ROD_49231,protein_coding,zapA,NA,cell division protein ZapA,conserved hypothetical protein,NA,NA,WP_012908768.1,similar to AA sequence:RefSeq:NP_461976.1,1
NC_013716.1,ROD_RS24245,ROD_49241,protein_coding,NA,NA,YecA family protein,conserved hypothetical protein,NA,NA,WP_012908769.1,similar to AA sequence:RefSeq:NP_708672.2,1
NC_013716.1,ROD_RS24250,ROD_49251,protein_coding,pepP,NA,Xaa-Pro aminopeptidase,proline aminopeptidase II,NA,NA,WP_012908770.1,similar to AA sequence:RefSeq:NP_461974.1,1
NC_013716.1,ROD_RS24255,ROD_49261,protein_coding,ubiH,visB,2-octaprenyl-6-methoxyphenyl hydroxylase,2-octaprenyl-6-methoxyphenol hydroxylase,NA,NA,WP_012908771.1,similar to AA sequence:RefSeq:NP_417383.1,1
NC_013716.1,ROD_RS24260,ROD_49271,protein_coding,visC,ubiI,FAD-dependent 2-octaprenylphenol hydroxylase,putative monooxygenase,NA,NA,WP_012908772.1,similar to AA sequence:RefSeq:NP_461972.1,1
NC_013716.1,ROD_RS24265,ROD_49281,protein_coding,gcvT,NA,glycine cleavage system aminomethyltransferase GcvT,aminomethyltransferase (glycine cleavage system protein),NA,NA,WP_012908773.1,similar to AA sequence:RefSeq:NP_461971.1,1
NC_013716.1,ROD_RS24270,ROD_49291,protein_coding,gcvH,NA,glycine cleavage system protein GcvH,glycine cleavage system H protein,NA,NA,WP_012908774.1,similar to AA sequence:RefSeq:WP_005123344.1,1
NC_013716.1,ROD_RS24275,ROD_49301,protein_coding,gcvP,NA,aminomethyl-transferring glycine dehydrogenase,glycine dehydrogenase [decarboxylating],NA,NA,WP_012908775.1,similar to AA sequence:RefSeq:NP_417379.1,1
NC_013716.1,ROD_RS24280,ROD_49321,pseudogene,bglA,NA,6-phospho-beta-glucosidase,pseudogene,frameshifted,"pseudo true, pseudo true",NA,protein motif:HMM:NF012457.2,1
NC_013716.1,ROD_RS24285,ROD_49331,protein_coding,yqfB,NA,N(4)-acetylcytidine aminohydrolase,conserved hypothetical protein,NA,NA,WP_012908776.1,similar to AA sequence:RefSeq:NP_461966.1,1
NC_013716.1,ROD_RS24290,ROD_49341,protein_coding,NA,NA,hemolysin III family protein,putative membrane protein,NA,NA,WP_012908777.1,similar to AA sequence:RefSeq:NP_461965.1,1
NC_013716.1,ROD_RS24295,ROD_49351,protein_coding,ygfZ,NA,tRNA-modifying protein YgfZ,tRNA-modifying protein,NA,NA,WP_012908778.1,similar to AA sequence:RefSeq:NP_417374.1,1
NC_013716.1,ROD_RS24305,ROD_49361,protein_coding,sdhE,NA,FAD assembly factor SdhE,conserved hypothetical protein,NA,NA,WP_012908779.1,similar to AA sequence:RefSeq:WP_000354044.1,1
NC_013716.1,ROD_RS24310,ROD_49371,protein_coding,NA,NA,protein YgfX,putative membrane protein,NA,NA,WP_012908780.1,similar to AA sequence:RefSeq:NP_417372.1,1
NC_013716.1,ROD_RS24315,ROD_49381,protein_coding,fldB,NA,flavodoxin FldB,flavodoxin II,NA,NA,WP_012908781.1,similar to AA sequence:RefSeq:NP_311794.1,1
NC_013716.1,ROD_RS24320,ROD_49391,protein_coding,xerD,NA,site-specific tyrosine recombinase XerD,tyrosine recombinase,NA,NA,WP_012908782.1,similar to AA sequence:RefSeq:NP_417370.1,1
NC_013716.1,ROD_RS24325,ROD_49401,protein_coding,dsbC,NA,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,thiol:disulfide interchange protein,NA,NA,WP_012908783.1,similar to AA sequence:RefSeq:NP_461959.1,1
NC_013716.1,ROD_RS24330,ROD_49411,protein_coding,recJ,NA,single-stranded-DNA-specific exonuclease RecJ,single-stranded DNA-specific exonuclease,NA,NA,WP_012908784.1,similar to AA sequence:RefSeq:NP_311791.1,1
NC_013716.1,ROD_RS24335,ROD_49421,protein_coding,prfB,NA,peptide chain release factor 2,peptide chain release factor 2 (RF-2),programmed frameshift,"ribosomal slippage, ribosomal slippage",WP_012908785.1,similar to AA sequence:RefSeq:NP_311790.1,2
NC_013716.1,ROD_RS24340,ROD_49431,protein_coding,lysS,NA,lysine--tRNA ligase,lysyl-tRNA synthetase,NA,NA,WP_012908786.1,similar to AA sequence:RefSeq:WP_001740376.1,1
NC_013716.1,ROD_RS24345,ROD_49441,protein_coding,idi,NA,isopentenyl-diphosphate Delta-isomerase,isopentenyl-diphosphate delta-isomerase,NA,NA,WP_012908787.1,similar to AA sequence:RefSeq:NP_461955.1,1
NC_013716.1,ROD_RS24350,ROD_49451,protein_coding,NA,NA,peptidoglycan DD-metalloendopeptidase family protein,putative cell wall degradation protein,NA,NA,WP_012908788.1,similar to AA sequence:RefSeq:NP_311765.2,1
NC_013716.1,ROD_RS24355,ROD_t85,tRNA,NA,NA,NA,tRNA-Gly,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS24360,ROD_49461,protein_coding,NA,NA,site-specific integrase,putative integrase,NA,NA,WP_024133103.1,similar to AA sequence:RefSeq:WP_004149745.1,1
NC_013716.1,ROD_RS24365,ROD_49471,protein_coding,NA,NA,DUF4145 domain-containing protein,hypothetical protein,NA,NA,WP_012908790.1,similar to AA sequence:RefSeq:WP_000290524.1,1
NC_013716.1,ROD_RS27060,ROD_49472,protein_coding,NA,NA,hypothetical protein,putative membrane protein,NA,NA,WP_024133105.1,similar to AA sequence:RefSeq:WP_012816819.1,1
NC_013716.1,ROD_RS24375,ROD_49481,protein_coding,NA,NA,recombinase family protein,putative site-specific DNA recombinase,NA,NA,WP_024133106.1,similar to AA sequence:RefSeq:WP_015696007.1,1
NC_013716.1,ROD_RS24380,ROD_49501,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908794.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS28520,ROD_49511,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012908795.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS29205,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_231851590.1,ab initio prediction:GeneMarkS-2+,1
